date,dengue,isPartial
2015-01-04,33,False
2015-01-11,36,False
2015-01-18,27,False
2015-01-25,34,False
2015-02-01,23,False
2015-02-08,23,False
2015-02-15,20,False
2015-02-22,27,False
2015-03-01,24,False
2015-03-08,34,False
2015-03-15,25,False
2015-03-22,24,False
2015-03-29,23,False
2015-04-05,31,False
2015-04-12,25,False
2015-04-19,32,False
2015-04-26,25,False
2015-05-03,26,False
2015-05-10,34,False
2015-05-17,29,False
2015-05-24,33,False
2015-05-31,33,False
2015-06-07,32,False
2015-06-14,36,False
2015-06-21,41,False
2015-06-28,38,False
2015-07-05,38,False
2015-07-12,37,False
2015-07-19,41,False
2015-07-26,36,False
2015-08-02,29,False
2015-08-09,31,False
2015-08-16,32,False
2015-08-23,29,False
2015-08-30,25,False
2015-09-06,30,False
2015-09-13,35,False
2015-09-20,30,False
2015-09-27,34,False
2015-10-04,31,False
2015-10-11,31,False
2015-10-18,31,False
2015-10-25,33,False
2015-11-01,33,False
2015-11-08,29,False
2015-11-15,33,False
2015-11-22,30,False
2015-11-29,33,False
2015-12-06,43,False
2015-12-13,42,False
2015-12-20,33,False
2015-12-27,53,False
2016-01-03,73,False
2016-01-10,79,False
2016-01-17,75,False
2016-01-24,100,False
2016-01-31,93,False
2016-02-07,85,False
2016-02-14,84,False
2016-02-21,73,False
2016-02-28,69,False
2016-03-06,59,False
2016-03-13,52,False
2016-03-20,44,False
2016-03-27,55,False
2016-04-03,54,False
2016-04-10,49,False
2016-04-17,37,False
2016-04-24,36,False
2016-05-01,40,False
2016-05-08,40,False
2016-05-15,36,False
2016-05-22,41,False
2016-05-29,44,False
2016-06-05,44,False
2016-06-12,37,False
2016-06-19,34,False
2016-06-26,45,False
2016-07-03,41,False
2016-07-10,45,False
2016-07-17,48,False
2016-07-24,46,False
2016-07-31,47,False
2016-08-07,32,False
2016-08-14,43,False
2016-08-21,36,False
2016-08-28,93,False
2016-09-04,61,False
2016-09-11,46,False
2016-09-18,40,False
2016-09-25,31,False
2016-10-02,34,False
2016-10-09,35,False
2016-10-16,30,False
2016-10-23,28,False
2016-10-30,29,False
2016-11-06,19,False
2016-11-13,20,False
2016-11-20,25,False
2016-11-27,21,False
2016-12-04,16,False
2016-12-11,19,False
2016-12-18,15,False
2016-12-25,15,False
2017-01-01,23,False
2017-01-08,25,False
2017-01-15,21,False
2017-01-22,12,False
2017-01-29,18,False
2017-02-05,23,False
2017-02-12,16,False
2017-02-19,17,False
2017-02-26,21,False
2017-03-05,22,False
2017-03-12,23,False
2017-03-19,18,False
2017-03-26,20,False
2017-04-02,26,False
2017-04-09,15,False
2017-04-16,19,False
2017-04-23,17,False
2017-04-30,23,False
2017-05-07,19,False
2017-05-14,23,False
2017-05-21,29,False
2017-05-28,26,False
2017-06-04,21,False
2017-06-11,23,False
2017-06-18,19,False
2017-06-25,20,False
2017-07-02,22,False
2017-07-09,29,False
2017-07-16,24,False
2017-07-23,23,False
2017-07-30,16,False
2017-08-06,20,False
2017-08-13,23,False
2017-08-20,22,False
2017-08-27,16,False
2017-09-03,16,False
2017-09-10,16,False
2017-09-17,20,False
2017-09-24,20,False
2017-10-01,22,False
2017-10-08,19,False
2017-10-15,26,False
2017-10-22,22,False
2017-10-29,25,False
2017-11-05,18,False
2017-11-12,23,False
2017-11-19,20,False
2017-11-26,25,False
2017-12-03,26,False
2017-12-10,20,False
2017-12-17,17,False
2017-12-24,14,False
2017-12-31,18,False
2018-01-07,27,False
2018-01-14,20,False
2018-01-21,26,False
2018-01-28,18,False
2018-02-04,17,False
2018-02-11,20,False
2018-02-18,19,False
2018-02-25,18,False
2018-03-04,16,False
2018-03-11,19,False
2018-03-18,18,False
2018-03-25,18,False
2018-04-01,19,False
2018-04-08,17,False
2018-04-15,13,False
2018-04-22,14,False
2018-04-29,32,False
2018-05-06,57,False
2018-05-13,24,False
2018-05-20,38,False
2018-05-27,24,False
2018-06-03,24,False
2018-06-10,27,False
2018-06-17,19,False
2018-06-24,18,False
2018-07-01,20,False
2018-07-08,24,False
2018-07-15,22,False
2018-07-22,23,False
2018-07-29,22,False
2018-08-05,22,False
2018-08-12,17,False
2018-08-19,16,False
2018-08-26,18,False
2018-09-02,20,False
2018-09-09,20,False
2018-09-16,22,False
2018-09-23,20,False
2018-09-30,17,False
2018-10-07,15,False
2018-10-14,15,False
2018-10-21,16,False
2018-10-28,21,False
2018-11-04,22,False
2018-11-11,18,False
2018-11-18,20,False
2018-11-25,27,False
2018-12-02,32,False
2018-12-09,25,False
2018-12-16,27,False
2018-12-23,23,False
2018-12-30,23,False
2019-01-06,40,False
2019-01-13,37,False
2019-01-20,36,False
2019-01-27,33,False
2019-02-03,36,False
2019-02-10,49,False
2019-02-17,37,False
2019-02-24,35,False
2019-03-03,32,False
2019-03-10,23,False
2019-03-17,27,False
2019-03-24,22,False
2019-03-31,30,False
2019-04-07,25,False
2019-04-14,30,False
2019-04-21,29,False
2019-04-28,29,False
2019-05-05,34,False
2019-05-12,41,False
2019-05-19,38,False
2019-05-26,60,False
2019-06-02,53,False
2019-06-09,52,False
2019-06-16,76,False
2019-06-23,84,False
2019-06-30,79,False
2019-07-07,82,False
2019-07-14,90,False
2019-07-21,82,False
2019-07-28,97,False
2019-08-04,97,False
2019-08-11,83,False
2019-08-18,73,False
2019-08-25,64,False
2019-09-01,65,False
2019-09-08,60,False
2019-09-15,57,False
2019-09-22,45,False
2019-09-29,43,False
2019-10-06,42,False
2019-10-13,46,False
2019-10-20,41,False
2019-10-27,40,False
2019-11-03,51,False
2019-11-10,56,False
2019-11-17,61,False
2019-11-24,55,False
2019-12-01,40,False
2019-12-08,35,False
2019-12-15,38,False
2019-12-22,50,False
2019-12-29,41,False
